CA-2017-107727,43027,43031,Second Class,MA-17560,OFF-PA-10000249,3,0.2
CA-2016-117590,42712,42714,First Class,GH-14485,TEC-PH-10004977,7,0.2
CA-2016-117590,42712,42714,First Class,GH-14485,FUR-FU-10003664,5,0.6
CA-2015-117415,42365,42369,Standard Class,SN-20710,OFF-EN-10002986,9,0.2
CA-2015-117415,42365,42369,Standard Class,SN-20710,FUR-BO-10002545,3,0.32
CA-2015-117415,42365,42369,Standard Class,SN-20710,FUR-CH-10004218,3,0.3
CA-2015-117415,42365,42369,Standard Class,SN-20710,TEC-PH-10000486,4,0.2
CA-2017-120999,42988,42993,Standard Class,LC-16930,TEC-PH-10004093,4,0.2
CA-2016-101343,42568,42573,Standard Class,RA-19885,OFF-ST-10003479,2,0
CA-2017-139619,42997,43001,Standard Class,ES-14080,OFF-ST-10003282,2,0.2
CA-2016-118255,42440,42442,First Class,ON-18715,TEC-AC-10000171,2,0
CA-2016-118255,42440,42442,First Class,ON-18715,OFF-BI-10003291,2,0
CA-2014-146703,41932,41937,Second Class,PO-18865,OFF-ST-10001713,4,0
CA-2016-169194,42541,42546,Standard Class,LH-16900,TEC-AC-10002167,3,0
CA-2016-169194,42541,42546,Standard Class,LH-16900,TEC-PH-10003988,2,0
CA-2015-115742,42112,42116,Standard Class,DP-13000,OFF-BI-10004410,6,0
CA-2015-115742,42112,42116,Standard Class,DP-13000,OFF-LA-10002762,6,0
CA-2015-115742,42112,42116,Standard Class,DP-13000,FUR-FU-10001706,2,0
CA-2015-115742,42112,42116,Standard Class,DP-13000,FUR-CH-10003061,1,0
CA-2016-105816,42715,42721,Standard Class,JM-15265,OFF-FA-10000304,7,0
CA-2016-105816,42715,42721,Standard Class,JM-15265,TEC-PH-10002447,5,0
CA-2016-111682,42538,42539,First Class,TB-21055,OFF-ST-10000604,6,0
CA-2016-111682,42538,42539,First Class,TB-21055,OFF-PA-10001569,5,0
CA-2016-111682,42538,42539,First Class,TB-21055,FUR-CH-10003968,5,0.1
CA-2016-111682,42538,42539,First Class,TB-21055,OFF-PA-10000587,2,0
CA-2016-111682,42538,42539,First Class,TB-21055,TEC-AC-10002167,2,0
CA-2016-111682,42538,42539,First Class,TB-21055,OFF-BI-10001460,4,0.2
CA-2016-111682,42538,42539,First Class,TB-21055,OFF-AR-10001868,1,0
CA-2015-135545,42332,42338,Standard Class,KM-16720,TEC-AC-10004633,2,0
CA-2015-135545,42332,42338,Standard Class,KM-16720,OFF-BI-10001078,6,0.2
CA-2015-135545,42332,42338,Standard Class,KM-16720,OFF-PA-10003892,3,0
CA-2015-135545,42332,42338,Standard Class,KM-16720,FUR-FU-10000397,4,0
US-2015-164175,42124,42129,Standard Class,PS-18970,FUR-CH-10001146,5,0.3
CA-2014-106376,41978,41983,Standard Class,BS-11590,OFF-AR-10002671,8,0.2
CA-2014-106376,41978,41983,Standard Class,BS-11590,TEC-PH-10002726,4,0.2
CA-2016-119823,42525,42527,First Class,KD-16270,OFF-PA-10000482,2,0
CA-2016-106075,42631,42636,Standard Class,HM-14980,OFF-BI-10004654,1,0.2
CA-2017-114440,42992,42995,Second Class,TB-21520,OFF-PA-10004675,3,0
US-2015-134026,42120,42126,Standard Class,JE-15745,FUR-CH-10000513,8,0.2
US-2015-134026,42120,42126,Standard Class,JE-15745,FUR-FU-10003708,2,0.2
US-2015-134026,42120,42126,Standard Class,JE-15745,OFF-ST-10004123,1,0.2
US-2017-118038,43078,43080,First Class,KB-16600,OFF-BI-10004182,3,0.8
US-2017-118038,43078,43080,First Class,KB-16600,FUR-FU-10000260,3,0.6
US-2017-118038,43078,43080,First Class,KB-16600,OFF-ST-10000615,3,0.2
US-2014-147606,41969,41974,Second Class,JE-15745,FUR-FU-10003194,5,0.6
CA-2016-127208,42533,42536,First Class,SC-20770,OFF-AP-10002118,1,0
CA-2016-127208,42533,42536,First Class,SC-20770,OFF-BI-10002309,3,0
CA-2014-139451,41924,41928,Standard Class,DN-13690,OFF-AR-10002053,5,0
CA-2014-139451,41924,41928,Standard Class,DN-13690,OFF-ST-10002370,1,0
CA-2015-149734,42250,42255,Standard Class,JC-16105,OFF-EN-10000927,7,0.2
US-2017-119662,43052,43055,First Class,CS-12400,OFF-ST-10003656,3,0.2
CA-2017-140088,42883,42885,Second Class,PO-18865,FUR-CH-10000863,2,0
CA-2017-155558,43034,43041,Standard Class,PG-18895,TEC-AC-10001998,1,0
CA-2017-155558,43034,43041,Standard Class,PG-18895,OFF-LA-10000134,2,0
CA-2016-159695,42465,42470,Second Class,GM-14455,OFF-ST-10003442,7,0.2
CA-2016-109806,42630,42635,Standard Class,JS-15685,OFF-AR-10004930,3,0
CA-2016-109806,42630,42635,Standard Class,JS-15685,TEC-PH-10004093,2,0.2
CA-2016-109806,42630,42635,Standard Class,JS-15685,OFF-PA-10000304,1,0
CA-2015-149587,42035,42040,Second Class,KB-16315,OFF-PA-10003177,2,0
CA-2015-149587,42035,42040,Second Class,KB-16315,FUR-FU-10003799,3,0
CA-2015-149587,42035,42040,Second Class,KB-16315,OFF-BI-10002852,2,0
US-2017-109484,43045,43051,Standard Class,RB-19705,OFF-BI-10004738,1,0.7
CA-2017-161018,43048,43050,Second Class,PN-18775,FUR-FU-10000629,7,0
CA-2017-157833,42903,42906,First Class,KD-16345,OFF-BI-10001721,3,0.2
CA-2016-149223,42619,42624,Standard Class,ER-13855,OFF-AP-10000358,6,0
CA-2016-158568,42611,42615,Standard Class,RB-19465,OFF-PA-10003256,7,0.2
CA-2016-158568,42611,42615,Standard Class,RB-19465,TEC-AC-10001767,3,0.2
CA-2016-158568,42611,42615,Standard Class,RB-19465,OFF-BI-10002609,3,0.8
CA-2016-129903,42705,42708,Second Class,GZ-14470,OFF-PA-10004040,4,0
US-2015-156867,42321,42325,Standard Class,LC-16870,TEC-AC-10001552,6,0.2
US-2015-156867,42321,42325,Standard Class,LC-16870,FUR-FU-10004006,3,0.2
US-2015-156867,42321,42325,Standard Class,LC-16870,OFF-BI-10002794,3,0.7
CA-2017-119004,43062,43067,Standard Class,JM-15250,TEC-AC-10003499,8,0.2
CA-2017-119004,43062,43067,Standard Class,JM-15250,TEC-PH-10002844,1,0.2
CA-2017-119004,43062,43067,Standard Class,JM-15250,OFF-AR-10000390,1,0.2
CA-2015-129476,42292,42297,Standard Class,PA-19060,TEC-AC-10000844,5,0.2
CA-2017-146780,43094,43099,Standard Class,CV-12805,FUR-FU-10001934,2,0
CA-2016-128867,42677,42684,Standard Class,CL-12565,OFF-AR-10000380,2,0
CA-2016-128867,42677,42684,Standard Class,CL-12565,OFF-BI-10003981,6,0
CA-2014-115259,41876,41878,Second Class,RC-19960,OFF-FA-10000621,14,0.2
CA-2014-115259,41876,41878,Second Class,RC-19960,OFF-EN-10002600,2,0.2
CA-2014-115259,41876,41878,Second Class,RC-19960,OFF-PA-10004965,3,0.2
CA-2014-115259,41876,41878,Second Class,RC-19960,OFF-EN-10002504,6,0.2
CA-2015-110457,42065,42069,Standard Class,DK-13090,FUR-TA-10001768,3,0
US-2015-136476,42099,42104,Standard Class,GG-14650,OFF-BI-10003650,1,0.7
CA-2016-103730,42533,42536,First Class,SC-20725,FUR-FU-10002157,3,0
CA-2016-103730,42533,42536,First Class,SC-20725,OFF-BI-10003910,4,0
CA-2016-103730,42533,42536,First Class,SC-20725,OFF-ST-10000777,6,0
CA-2016-103730,42533,42536,First Class,SC-20725,OFF-EN-10002500,9,0
CA-2016-103730,42533,42536,First Class,SC-20725,TEC-PH-10003875,7,0
US-2014-152030,41999,42001,Second Class,AD-10180,FUR-CH-10004063,3,0.3
US-2014-134614,41902,41907,Standard Class,PF-19165,FUR-TA-10004534,6,0.5
US-2017-107272,43044,43051,Standard Class,TS-21610,OFF-BI-10003274,2,0.7
US-2017-107272,43044,43051,Standard Class,TS-21610,OFF-ST-10002974,7,0.2
US-2016-125969,42680,42684,Second Class,LS-16975,FUR-CH-10001146,2,0.2
US-2016-125969,42680,42684,Second Class,LS-16975,FUR-FU-10003773,3,0
US-2017-164147,42768,42771,First Class,DW-13585,TEC-PH-10002293,5,0.4
US-2017-164147,42768,42771,First Class,DW-13585,OFF-PA-10002377,2,0.2
US-2017-164147,42768,42771,First Class,DW-13585,OFF-FA-10002780,9,0.2
CA-2016-145583,42656,42662,Standard Class,LC-16885,OFF-PA-10001804,3,0
CA-2016-145583,42656,42662,Standard Class,LC-16885,OFF-PA-10001736,1,0
CA-2016-145583,42656,42662,Standard Class,LC-16885,OFF-AR-10001149,4,0
CA-2016-145583,42656,42662,Standard Class,LC-16885,OFF-FA-10002988,2,0
CA-2016-145583,42656,42662,Standard Class,LC-16885,OFF-BI-10004781,3,0.2
CA-2016-145583,42656,42662,Standard Class,LC-16885,OFF-SU-10001218,6,0
CA-2016-145583,42656,42662,Standard Class,LC-16885,FUR-FU-10001706,14,0
CA-2016-110366,42618,42620,Second Class,JD-15895,FUR-FU-10004848,2,0.2
CA-2017-106180,42996,43001,Standard Class,SH-19975,OFF-AR-10000940,3,0
CA-2017-106180,42996,43001,Standard Class,SH-19975,OFF-EN-10004030,3,0
CA-2017-106180,42996,43001,Standard Class,SH-19975,OFF-PA-10004327,3,0
CA-2017-155376,43091,43096,Standard Class,SG-20080,OFF-AP-10001058,3,0
CA-2015-110744,42254,42259,Standard Class,HA-14920,OFF-ST-10003656,7,0
CA-2014-110072,41934,41940,Standard Class,MG-17680,FUR-FU-10000521,4,0.2
CA-2016-114489,42709,42713,Standard Class,JE-16165,TEC-PH-10000215,11,0
CA-2016-114489,42709,42713,Standard Class,JE-16165,TEC-PH-10001448,3,0
CA-2016-114489,42709,42713,Standard Class,JE-16165,FUR-CH-10000454,8,0
CA-2016-114489,42709,42713,Standard Class,JE-16165,OFF-BI-10002735,5,0
CA-2016-158834,42442,42445,First Class,TW-21025,OFF-AP-10000326,5,0.2
CA-2016-158834,42442,42445,First Class,TW-21025,TEC-PH-10001254,2,0.2
CA-2015-124919,42155,42157,First Class,SP-20650,OFF-PA-10001950,7,0
CA-2015-124919,42155,42157,First Class,SP-20650,OFF-PA-10002254,4,0
CA-2015-124919,42155,42157,First Class,SP-20650,OFF-ST-10001590,6,0
CA-2015-118948,42152,42158,Standard Class,NK-18490,OFF-AR-10001547,3,0
CA-2014-104269,41699,41704,Second Class,DB-13060,FUR-CH-10004063,2,0.2
CA-2016-114104,42694,42698,Standard Class,NP-18670,OFF-LA-10002475,2,0
CA-2016-114104,42694,42698,Standard Class,NP-18670,TEC-PH-10004536,7,0
CA-2016-162733,42501,42502,First Class,TT-21070,OFF-PA-10002751,1,0
CA-2015-119697,42366,42369,Second Class,EM-13960,TEC-AC-10003657,2,0.2
CA-2016-154508,42690,42694,Standard Class,RD-19900,OFF-EN-10001990,5,0
CA-2016-113817,42681,42685,Standard Class,MJ-17740,OFF-BI-10004002,2,0.2
CA-2014-139892,41890,41894,Standard Class,BM-11140,OFF-AR-10004441,3,0.2
CA-2014-139892,41890,41894,Standard Class,BM-11140,TEC-MA-10000822,8,0.4
CA-2014-139892,41890,41894,Standard Class,BM-11140,OFF-ST-10000991,3,0.2
CA-2014-139892,41890,41894,Standard Class,BM-11140,FUR-CH-10004287,9,0.3
CA-2014-139892,41890,41894,Standard Class,BM-11140,OFF-AR-10002656,6,0.2
CA-2014-139892,41890,41894,Standard Class,BM-11140,OFF-AP-10002518,5,0.8
CA-2014-139892,41890,41894,Standard Class,BM-11140,TEC-PH-10003931,3,0.2
CA-2014-118962,41856,41860,Standard Class,CS-12130,OFF-PA-10000659,3,0
CA-2014-118962,41856,41860,Standard Class,CS-12130,OFF-PA-10001144,2,0
CA-2014-118962,41856,41860,Standard Class,CS-12130,FUR-CH-10003817,7,0.2
US-2014-100853,41896,41901,Standard Class,JB-15400,OFF-AP-10000891,2,0.8
US-2014-100853,41896,41901,Standard Class,JB-15400,OFF-LA-10003148,4,0.2
US-2017-152366,42846,42850,Second Class,SJ-20500,OFF-AP-10002684,4,0.8
US-2015-101511,42329,42331,Second Class,JE-15745,FUR-CH-10004698,7,0.3
US-2015-101511,42329,42331,Second Class,JE-15745,OFF-SU-10002189,5,0.2
CA-2015-137225,42353,42357,Standard Class,JK-15640,OFF-AR-10001940,1,0
CA-2014-166191,41978,41982,Second Class,DK-13150,OFF-ST-10003455,2,0.2
CA-2014-166191,41978,41982,Second Class,DK-13150,TEC-AC-10004659,7,0.2
CA-2014-158274,41962,41967,Second Class,RM-19675,TEC-PH-10003273,4,0
CA-2014-158274,41962,41967,Second Class,RM-19675,TEC-PH-10004896,5,0
CA-2014-158274,41962,41967,Second Class,RM-19675,TEC-AC-10002345,2,0
CA-2016-105018,42702,42706,Standard Class,SK-19990,OFF-BI-10001890,2,0
CA-2014-123260,41877,41881,Standard Class,FM-14290,TEC-AC-10002323,8,0
CA-2016-157000,42567,42573,Standard Class,AM-10360,OFF-ST-10001328,3,0.2
CA-2016-157000,42567,42573,Standard Class,AM-10360,OFF-PA-10001950,3,0.2
CA-2015-102281,42289,42291,First Class,MP-17470,FUR-BO-10002613,4,0.2
CA-2015-102281,42289,42291,First Class,MP-17470,TEC-PH-10001552,6,0
CA-2015-102281,42289,42291,First Class,MP-17470,OFF-PA-10000061,8,0
CA-2015-102281,42289,42291,First Class,MP-17470,FUR-BO-10002545,3,0.2
CA-2015-102281,42289,42291,First Class,MP-17470,OFF-AR-10003514,5,0
CA-2015-131457,42308,42314,Standard Class,MZ-17515,OFF-EN-10001509,7,0
CA-2014-140004,41719,41723,Standard Class,CB-12025,OFF-AR-10004685,2,0.2
CA-2014-140004,41719,41723,Standard Class,CB-12025,OFF-AR-10004027,3,0.2
CA-2017-107720,43045,43052,Standard Class,VM-21685,OFF-ST-10001414,3,0
US-2017-124303,42922,42929,Standard Class,FH-14365,OFF-BI-10000343,2,0.7
US-2017-124303,42922,42929,Standard Class,FH-14365,OFF-PA-10002749,3,0.2
CA-2017-105074,42910,42915,Standard Class,MB-17305,OFF-PA-10002666,3,0.2
CA-2014-133690,41854,41856,First Class,BS-11755,FUR-TA-10004289,2,0.5
CA-2014-133690,41854,41856,First Class,BS-11755,OFF-AP-10003622,1,0.2
US-2017-116701,43086,43090,Second Class,LC-17140,OFF-AP-10003217,2,0.8
CA-2017-126382,42889,42893,Standard Class,HK-14890,FUR-FU-10002960,7,0.2
CA-2017-108329,43078,43083,Standard Class,LE-16810,TEC-PH-10001918,4,0.2
CA-2017-135860,43070,43076,Standard Class,JH-15985,OFF-ST-10000642,4,0
CA-2017-135860,43070,43076,Standard Class,JH-15985,TEC-PH-10001700,2,0
CA-2017-135860,43070,43076,Standard Class,JH-15985,OFF-BI-10003274,4,0
CA-2017-135860,43070,43076,Standard Class,JH-15985,OFF-FA-10000134,9,0
CA-2017-135860,43070,43076,Standard Class,JH-15985,OFF-ST-10001522,1,0
CA-2015-101007,42044,42048,Second Class,MS-17980,TEC-AC-10001266,2,0.2
CA-2015-146262,42006,42013,Standard Class,VW-21775,OFF-LA-10004544,2,0.2
CA-2015-146262,42006,42013,Standard Class,VW-21775,FUR-BO-10004695,5,0.5
CA-2015-146262,42006,42013,Standard Class,VW-21775,TEC-PH-10002844,3,0.4
CA-2015-146262,42006,42013,Standard Class,VW-21775,TEC-MA-10000864,9,0.7
CA-2015-146262,42006,42013,Standard Class,VW-21775,TEC-AC-10000109,2,0.2
CA-2016-130162,42671,42675,Standard Class,JH-15910,OFF-ST-10001328,6,0
CA-2016-130162,42671,42675,Standard Class,JH-15910,TEC-PH-10002563,3,0.2
CA-2015-169397,42362,42365,First Class,JB-15925,OFF-FA-10000585,2,0.2
CA-2015-169397,42362,42365,First Class,JB-15925,OFF-PA-10004000,6,0.2
CA-2015-169397,42362,42365,First Class,JB-15925,OFF-BI-10002852,4,0.7
CA-2015-169397,42362,42365,First Class,JB-15925,FUR-FU-10000087,4,0.2
CA-2015-169397,42362,42365,First Class,JB-15925,TEC-MA-10001148,4,0.7
CA-2015-169397,42362,42365,First Class,JB-15925,OFF-AR-10001958,2,0.2
CA-2015-163055,42225,42232,Standard Class,DS-13180,OFF-AR-10001026,1,0
CA-2015-163055,42225,42232,Standard Class,DS-13180,FUR-TA-10003748,5,0
CA-2015-163055,42225,42232,Standard Class,DS-13180,OFF-ST-10002485,1,0
US-2015-145436,42063,42067,Standard Class,VD-21670,FUR-CH-10004860,2,0.2
US-2015-145436,42063,42067,Standard Class,VD-21670,FUR-CH-10004477,8,0.2
US-2014-156216,41895,41899,Standard Class,EA-14035,OFF-BI-10001679,7,0.7
US-2017-100930,42832,42837,Standard Class,CS-12400,FUR-TA-10001705,2,0.45
US-2017-100930,42832,42837,Standard Class,CS-12400,FUR-TA-10003473,3,0.45
US-2017-100930,42832,42837,Standard Class,CS-12400,OFF-BI-10001679,2,0.7
US-2017-100930,42832,42837,Standard Class,CS-12400,FUR-FU-10004017,3,0.2
US-2017-100930,42832,42837,Standard Class,CS-12400,TEC-AC-10003832,3,0.2
CA-2017-160514,43051,43055,Standard Class,DB-13120,OFF-PA-10002479,2,0
CA-2016-157749,42525,42530,Second Class,KL-16645,OFF-PA-10003349,5,0.2
CA-2016-157749,42525,42530,Second Class,KL-16645,FUR-FU-10000576,5,0.6
CA-2016-157749,42525,42530,Second Class,KL-16645,FUR-FU-10004351,3,0.6
CA-2016-157749,42525,42530,Second Class,KL-16645,TEC-PH-10000011,2,0.2
CA-2016-157749,42525,42530,Second Class,KL-16645,FUR-TA-10002607,5,0.5
CA-2016-157749,42525,42530,Second Class,KL-16645,FUR-FU-10002505,3,0.6
CA-2016-157749,42525,42530,Second Class,KL-16645,OFF-AR-10004685,2,0.2
CA-2014-131926,41791,41796,Second Class,DW-13480,FUR-CH-10004063,7,0
CA-2014-131926,41791,41796,Second Class,DW-13480,OFF-ST-10002276,2,0
CA-2014-131926,41791,41796,Second Class,DW-13480,OFF-PA-10004082,6,0
CA-2014-131926,41791,41796,Second Class,DW-13480,OFF-AP-10002945,5,0
CA-2014-131926,41791,41796,Second Class,DW-13480,OFF-PA-10000061,4,0
CA-2016-154739,42714,42719,Second Class,LH-17155,FUR-CH-10002965,2,0.2
CA-2016-145625,42624,42630,Standard Class,KC-16540,OFF-PA-10004569,1,0
CA-2016-145625,42624,42630,Standard Class,KC-16540,TEC-AC-10003832,13,0
CA-2016-146941,42714,42717,First Class,DL-13315,OFF-ST-10001228,6,0
CA-2016-146941,42714,42717,First Class,DL-13315,OFF-EN-10003296,4,0
US-2015-159982,42336,42342,Standard Class,DR-12880,FUR-FU-10002505,9,0.6
US-2015-159982,42336,42342,Standard Class,DR-12880,OFF-ST-10004804,2,0.2
US-2015-159982,42336,42342,Standard Class,DR-12880,OFF-ST-10001590,5,0.2
US-2015-159982,42336,42342,Standard Class,DR-12880,TEC-PH-10001580,6,0.2
CA-2017-163139,43070,43072,Second Class,CC-12670,TEC-AC-10000290,3,0
CA-2017-163139,43070,43072,Second Class,CC-12670,OFF-ST-10002790,3,0
CA-2017-163139,43070,43072,Second Class,CC-12670,OFF-BI-10003460,5,0.2
US-2017-155299,42894,42898,Standard Class,Dl-13600,OFF-AP-10002203,2,0.8
US-2014-106992,41901,41903,Second Class,SB-20290,TEC-MA-10000822,3,0.4
US-2014-106992,41901,41903,Second Class,SB-20290,TEC-MA-10003353,7,0.4
CA-2016-125318,42527,42534,Standard Class,RC-19825,TEC-PH-10001433,4,0.2
CA-2015-155040,42318,42323,Standard Class,AH-10210,TEC-AC-10004469,2,0
CA-2017-136826,42902,42906,Standard Class,CB-12535,OFF-AR-10003602,3,0.2
CA-2016-111010,42391,42397,Standard Class,PG-18895,OFF-FA-10003472,6,0
US-2017-145366,43078,43082,Standard Class,CA-12310,OFF-ST-10004180,1,0.2
US-2017-145366,43078,43082,Standard Class,CA-12310,OFF-EN-10004386,3,0.2
CA-2017-163979,43097,43102,Second Class,KH-16690,OFF-ST-10003208,4,0
CA-2015-155334,42215,42216,First Class,HA-14920,TEC-AC-10003628,7,0
CA-2015-155334,42215,42216,First Class,HA-14920,FUR-FU-10003274,3,0
CA-2015-155334,42215,42216,First Class,HA-14920,OFF-BI-10002557,3,0.2
CA-2017-118136,42994,42995,First Class,BB-10990,OFF-PA-10002615,2,0
CA-2017-118136,42994,42995,First Class,BB-10990,OFF-AR-10001427,1,0
CA-2017-132976,43021,43025,Standard Class,AG-10495,OFF-PA-10000673,2,0.2
CA-2017-132976,43021,43025,Standard Class,AG-10495,OFF-PA-10004470,4,0.2
CA-2017-132976,43021,43025,Standard Class,AG-10495,OFF-ST-10000876,6,0.2
CA-2017-132976,43021,43025,Standard Class,AG-10495,OFF-LA-10002043,3,0.2
US-2015-161991,42273,42275,Second Class,SC-20725,OFF-BI-10004967,5,0.8
US-2015-161991,42273,42275,Second Class,SC-20725,TEC-PH-10001760,7,0.2
CA-2015-130890,42310,42314,Standard Class,JO-15280,FUR-TA-10002903,5,0.2
CA-2015-130883,42273,42279,Standard Class,TB-21520,OFF-PA-10000474,5,0.2
CA-2015-130883,42273,42279,Standard Class,TB-21520,TEC-AC-10001956,5,0.2
CA-2015-130883,42273,42279,Standard Class,TB-21520,OFF-PA-10004100,6,0.2
CA-2016-112697,42722,42724,Second Class,AH-10195,OFF-BI-10000778,7,0.7
CA-2016-112697,42722,42724,Second Class,AH-10195,OFF-AP-10002684,2,0.2
CA-2016-112697,42722,42724,Second Class,AH-10195,OFF-SU-10000646,5,0.2
CA-2016-110772,42694,42698,Second Class,NZ-18565,OFF-FA-10002983,7,0.2
CA-2016-110772,42694,42698,Second Class,NZ-18565,OFF-LA-10004689,8,0.2
CA-2016-110772,42694,42698,Second Class,NZ-18565,TEC-AC-10002001,2,0.2
CA-2016-110772,42694,42698,Second Class,NZ-18565,FUR-BO-10004709,3,0.5
CA-2014-111451,41999,42001,First Class,KL-16555,FUR-FU-10004091,8,0.2
CA-2014-111451,41999,42001,First Class,KL-16555,FUR-CH-10001891,3,0.2
CA-2014-111451,41999,42001,First Class,KL-16555,FUR-FU-10002918,3,0.2
CA-2014-111451,41999,42001,First Class,KL-16555,OFF-BI-10004593,5,0.7
CA-2014-111451,41999,42001,First Class,KL-16555,OFF-FA-10004854,3,0.2
CA-2016-142545,42671,42677,Standard Class,JD-15895,OFF-PA-10002105,5,0
CA-2016-142545,42671,42677,Standard Class,JD-15895,OFF-ST-10002756,8,0
CA-2016-142545,42671,42677,Standard Class,JD-15895,OFF-PA-10004243,3,0
CA-2016-142545,42671,42677,Standard Class,JD-15895,FUR-FU-10001861,4,0
CA-2016-142545,42671,42677,Standard Class,JD-15895,OFF-BI-10002706,1,0
US-2017-152380,43058,43062,Standard Class,JH-15910,FUR-TA-10002533,3,0.5
CA-2015-144253,42128,42133,Second Class,AS-10225,FUR-FU-10002671,2,0
CA-2014-130960,42003,42008,Standard Class,KB-16600,OFF-AR-10003651,3,0
CA-2014-111003,41791,41796,Standard Class,CR-12625,OFF-BI-10001072,3,0
CA-2014-111003,41791,41796,Standard Class,CR-12625,OFF-AR-10002135,6,0
CA-2017-126774,42840,42842,First Class,SH-20395,OFF-AR-10002804,1,0
CA-2016-142902,42625,42627,Second Class,BP-11185,FUR-FU-10001918,4,0.2
CA-2016-142902,42625,42627,Second Class,BP-11185,FUR-CH-10004086,2,0.2
CA-2016-142902,42625,42627,Second Class,BP-11185,FUR-FU-10001756,1,0.2
CA-2016-142902,42625,42627,Second Class,BP-11185,OFF-LA-10000634,3,0.2
CA-2014-120887,41909,41915,Standard Class,TS-21205,FUR-FU-10001588,3,0
CA-2014-167850,41860,41867,Standard Class,AG-10525,TEC-PH-10002398,2,0.2
CA-2014-167850,41860,41867,Standard Class,AG-10525,OFF-PA-10001937,3,0.2
CA-2014-164259,42001,42003,First Class,SP-20860,OFF-AR-10003373,4,0.2
CA-2014-164973,41947,41952,Standard Class,NM-18445,FUR-CH-10002602,1,0.1
CA-2014-164973,41947,41952,Standard Class,NM-18445,TEC-MA-10002927,2,0
CA-2014-164973,41947,41952,Standard Class,NM-18445,TEC-PH-10004093,6,0
CA-2014-164973,41947,41952,Standard Class,NM-18445,TEC-AC-10000892,4,0
CA-2014-164973,41947,41952,Standard Class,NM-18445,OFF-ST-10002974,1,0
CA-2014-156601,41901,41906,Standard Class,FA-14230,OFF-FA-10000624,2,0
CA-2016-162138,42483,42487,Standard Class,GK-14620,OFF-BI-10004593,6,0.2
CA-2016-162138,42483,42487,Standard Class,GK-14620,TEC-AC-10001908,1,0
CA-2017-153339,43042,43044,Second Class,DJ-13510,FUR-FU-10001967,1,0.2
US-2016-141544,42612,42614,First Class,PO-18850,TEC-PH-10003645,3,0.4
US-2016-141544,42612,42614,First Class,PO-18850,OFF-ST-10000675,2,0.2
US-2016-141544,42612,42614,First Class,PO-18850,FUR-CH-10003312,4,0.3
US-2016-141544,42612,42614,First Class,PO-18850,OFF-LA-10001074,10,0.2
